"Species","Family","Order","BkL","BNL","BkD","BkW","TsL","WnL","SWL","KpD","TlL","HWI","Mass","Habitat","Hab.Dns","Migrt","TrphL","Trph.Nch","Life.stl","MinLat","MaxLat","CntLat","CntLon","RngSz"
"Percnostola lophotes","Thamnophilidae","Passeriformes",21.6,12.3,5.8,5.1,30.7,74.3,67,7.9,54.7,10.6,28,"Forest",1,1,"Carnivore","Invertivore","In",-14.08,-8.37,-11.18,-71.31,202927.68
"Ara ambiguus","Psittacidae","Psittaciformes",75,71.3,74,32.3,37,400,243.9,157.6,445.2,39.2,1300,"Forest",1,1,"Herbivore","Granivore","In",-2.23,15.83,8.44,-79.83,108291.56
"Harpactes diardii","Trogonidae","Trogoniformes",25.4,14.7,12.4,12.3,16.8,142.4,90.7,49.3,154.6,35.3,98.3,"Forest",1,1,"Carnivore","Invertivore","In",-5.91,10.11,1.25,109.84,1108720.01
"Acanthiza nana","Acanthizidae","Passeriformes",10,5.2,2.7,2.1,17.2,49.1,40.8,8.8,36.8,17.8,6.2,"Shrubland",2,1,"Carnivore","Invertivore","In",-39.14,-15.68,-29.95,146.15,2021416.13
"Myzomela vulnerata","Meliphagidae","Passeriformes",15.5,9.2,2.6,2.3,15.7,55.8,46.9,8.6,38.8,15.4,6.9,"Forest",1,1,"Herbivore","Nectarivore","In",-10.34,-8.33,-9.18,125.21,23721.16
"Crinifer piscator","Musophagidae","Musophagiformes",29.6,18.4,15.8,12.2,41.9,224,180.2,44.3,227,19.7,370,"Woodland",3,1,"Herbivore","Frugivore","In",-5.49,16.9,9.71,2.27,3640485.51
"Hylopezus perspicillatus","Formicariidae","Passeriformes",19.4,12.6,5.9,5.5,34.8,79.5,69.2,12.4,32.1,15.3,43,"Forest",1,1,"Carnivore","Invertivore","Tr",0.44,15.88,8.41,-79.57,279909.57
"Sporophila ardesiaca","Emberizidae","Passeriformes",10.5,6.7,6.9,5.2,13.5,56,46.4,9.6,43,17.1,10.9,"Shrubland",2,1,"Herbivore","Granivore","In",-24.11,-12.21,-19.02,-43.92,638468.12
"Aceros waldeni","Bucerotidae","Bucerotiformes",141.5,115.1,67.7,35.2,58.5,331,271.6,68.7,265,20.2,1146,"Forest",1,1,"Herbivore","Frugivore","In",9.31,11.94,11.19,122.43,11113.86
"Ploceus weynsi","Ploceidae","Passeriformes",19,12.7,6.7,6,18.8,78.2,60.1,18.1,51.2,23.2,29,"Forest",1,2,"Omnivore","Omnivore","In",-1.33,1.28,-0.12,31.37,56949.54
"Sturnella defilippii","Icteridae","Passeriformes",28.6,20,9,6.5,31.7,120.4,91.3,30.2,77.8,24.9,48,"Grassland",3,2,"Omnivore","Omnivore","Tr",-38.61,-31.42,-36.97,-61.47,12021.74
"Pitta steerii","Pittidae","Passeriformes",27.8,18.1,10.1,8.3,43.4,114.5,96.8,17.7,38.2,15.4,94.8,"Forest",1,1,"Carnivore","Invertivore","Tr",5.56,12.59,8.38,124.83,117483.71
"Psophia leucoptera","Psophiidae","Gruiformes",43.6,19.5,13.5,7.6,120,270.5,246.1,24.4,112.2,9,1315.6,"Forest",1,1,"Herbivore","Frugivore","Tr",-18.01,-2.54,-8.36,-68.78,1532581.12
"Columba leucomela","Columbidae","Columbiformes",23.7,14.8,6.3,5.1,27.4,229.6,155.7,73.9,132.2,32.2,420,"Forest",2,1,"Herbivore","Omnivore","In",-38,-14.81,-28.79,150.51,275007.14
"Vidua fischeri","Viduidae","Passeriformes",10.2,6.1,5.9,4.1,14.5,67.3,52.4,14.9,41.7,22.2,12.2,"Shrubland",3,1,"Herbivore","Granivore","Tr",-7.48,10.7,3.44,40.01,1423681.72
"Ploceus sanctithomae","Ploceidae","Passeriformes",19.6,12.3,5.9,4.3,23,77,63.5,12.8,50.3,16.8,22,"Forest",2,1,"Herbivore","Granivore","In",-0.01,0.42,0.24,6.61,858.51
"Dicrurus densus","Dicruridae","Passeriformes",36.5,23.9,13.2,11.9,25.8,151.9,115.8,36.9,165.2,24.1,85.5,"Forest",1,1,"Carnivore","Invertivore","In",-10.94,-3.96,-8.88,122.42,84940.27
"Tinamus major","Tinamidae","Tinamiformes",38.5,11.4,5.9,5.2,64.4,241,193.1,51.3,83.2,20.9,1026.2,"Forest",1,1,"Herbivore","Omnivore","Tr",-18.07,18.96,-1.53,-66.06,7672718.39
"Pernis ptilorhyncus","Accipitridae","Accipitriformes",55.9,21.4,15.4,13.1,49,413.6,278.6,130.7,263.8,32,1141.1,"Woodland",2,1,"Carnivore","Invertivore","In",-10.58,56.97,32.05,103.73,11263289.52
"Yuhina nigrimenta","Timaliidae","Passeriformes",12.5,6.9,2.9,2.8,14.9,55.2,43.4,11.7,39.4,21,9.5,"Forest",1,1,"Omnivore","Invertivore","In",11.02,34.47,26.12,104.49,2065413.29
"Pyrrhura melanura","Psittacidae","Psittaciformes",20.5,16.2,18.5,10.5,13.3,128.1,73.5,50.6,113.4,40.8,70.5,"Forest",1,1,"Herbivore","Frugivore","In",-11.01,5.85,-0.97,-70.69,1536094.39
"Melignomon zenkeri","Indicatoridae","Piciformes",10.1,5.3,3.4,3.1,14.4,75.8,60,14.7,54.2,19.7,23.6,"Forest",1,1,"Carnivore","Invertivore","In",-4.01,6.72,2.21,20.62,1324791.27
"Euphonia plumbea","Thraupidae","Passeriformes",9.3,6.2,3.7,4,12.8,49.5,39.5,10,27.8,20.1,8.9,"Forest",2,1,"Herbivore","Frugivore","In",-6.88,8.48,4.14,-62.77,913457.27
"Riparia paludicola","Hirundinidae","Passeriformes",9.3,4.3,2.4,3,10.6,97.6,50,47.6,46.8,48.7,13.5,"Wetland",3,2,"Carnivore","Invertivore","Ar",-34.84,38.67,2.41,48.08,10997907.22
"Urochroa bougueri","Trochilidae","Apodiformes",32.8,26.2,2.6,2.8,7.4,76.4,28.2,48.4,45.3,63.2,11.4,"Forest",1,1,"Herbivore","Nectarivore","Ar",-6.09,6,1.23,-77.33,72915.8
"Haliaeetus albicilla","Accipitridae","Accipitriformes",74.1,46.1,33.9,22.9,95,599.5,370.9,227.2,294.2,38,4729.3,"Rock",3,2,"Carnivore","Aquatic predator","Ar",36.21,73.65,59.89,91.01,17404346.92
"Toxorhamphus novaeguineae","Melanocharitidae","Passeriformes",28.2,19.2,3.9,4.1,16,64,51,11.5,38.3,18.4,11.8,"Forest",1,1,"Omnivore","Omnivore","In",-8.84,-0.01,-4.29,139.06,463594.81
"Andropadus ansorgei","Pycnonotidae","Passeriformes",13.9,7.9,3.8,3.5,15.9,71.8,60.7,11.3,64.5,15.7,18.7,"Forest",1,1,"Herbivore","Frugivore","In",-6.25,9.24,1.38,13.05,1858480.06
"Ciconia stormi","Ciconiidae","Ciconiiformes",141.4,107.9,28.4,17.1,133.8,387.5,276,111.5,172.2,28.8,2061,"Wetland",2,1,"Carnivore","Aquatic predator","Tr",-5.95,9.12,0.31,108.42,1013300.06
"Tauraco erythrolophus","Musophagidae","Musophagiformes",26,14.9,13.3,8.3,38.8,170,152.9,17.6,196.3,10.3,261.2,"Forest",2,1,"Herbivore","Frugivore","In",-14.79,-6.21,-9.28,15.06,189792.61
"Indicator conirostris","Indicatoridae","Piciformes",10.7,6.2,5.3,5.2,14.9,88.8,70.3,17.7,57,20.1,31.8,"Woodland",1,1,"Carnivore","Invertivore","In",NA,NA,NA,NA,NA
"Ptilinopus occipitalis","Columbidae","Columbiformes",19.1,9.3,5.4,4.3,26.1,157.2,116.2,42.2,102.8,26.7,238,"Forest",2,1,"Herbivore","Frugivore","In",5.56,18.65,11.86,123.1,267780.83
"Protonotaria citrea","Parulidae","Passeriformes",17.1,10.8,3.9,3.8,18.3,68.9,48.9,20.9,42.7,30,14.3,"Forest",1,3,"Carnivore","Invertivore","In",25.81,45.28,36.53,-88.1,2173071.74
"Aethopyga boltoni","Nectariniidae","Passeriformes",20.1,15.4,3.2,3.4,15.4,49.4,41.1,8.3,40.7,16.9,7.1,"Forest",1,1,"Omnivore","Omnivore","In",5.93,8.37,7.32,124.69,7469.32
"Buthraupis wetmorei","Thraupidae","Passeriformes",20.4,9.6,8,6.8,34.2,99.2,84.2,15,89.5,15.1,62.5,"Forest",1,1,"Herbivore","Frugivore","In",-5.41,4.78,0.23,-77.41,12901.21
"Crotophaga ani","Cuculidae","Cuculiformes",30.6,18.4,21.1,9.9,35.8,144,107.3,35.5,180.6,24.8,110.1,"Human Modified",3,1,"Carnivore","Omnivore","In",-33.47,28.67,-8.83,-58.65,14110810.9
"Ptilostomus afer","Corvidae","Passeriformes",37.1,29.4,14.3,12.1,48.2,165.1,123.5,41.6,258,25.2,128,"Grassland",3,2,"Omnivore","Omnivore","Tr",-1.15,16.79,10.06,7.85,3779257.09
"Rhipidura perlata","Rhipiduridae","Passeriformes",14.8,7.8,4,4.9,15.1,83.3,67.2,16.3,81.6,19.5,13.4,"Forest",1,1,"Carnivore","Invertivore","In",-5.95,7.26,0.74,108.74,1287003.58
"Lamprotornis mevesii","Sturnidae","Passeriformes",21.6,12.7,5.7,4.8,37.9,139.7,110.7,32.8,187,22.9,64.2,"Grassland",2,1,"Carnivore","Invertivore","Tr",-24.44,-9.94,-18.14,25.12,792740.14
"Fulica ardesiaca","Rallidae","Gruiformes",41.6,15.9,12.1,7.2,72.1,218,144.6,70.7,58.8,32.9,988,"Wetland",3,1,"Herbivore","Herbivore aquatic","Aq",-26.17,1.38,-16.71,-70.11,594594.35
"Megascops petersoni","Strigidae","Strigiformes",20.1,10.5,10.8,6.9,31.8,161.2,126.8,34.4,88.8,21.4,97.5,"Forest",1,1,"Carnivore","Invertivore","In",-5.7,6.56,-1.76,-77.61,18835.64
"Grus vipio","Gruidae","Gruiformes",152.2,86,20.8,11.6,250.2,538.2,309.5,228.8,193.2,42.5,4663,"Wetland",3,3,"Herbivore","Omnivore","Tr",43.88,51.68,48.27,121.5,748047.17
"Lonchura malabarica","Estrildidae","Passeriformes",10.3,8.2,7,6.4,13.5,54.3,41.6,12.6,52.4,23.2,12,"Grassland",3,1,"Herbivore","Granivore","Tr",5.92,35.13,23.36,75.36,3311814.33
"Lanius sphenocercus","Laniidae","Passeriformes",23.8,13.6,9.9,7.1,31,120.8,88.3,32.4,138,26.8,92.1,"Grassland",3,2,"Carnivore","Invertivore","In",27.76,52.2,41.45,116.09,2619577.18
"Gavia pacifica","Gaviidae","Gaviiformes",71.9,41.1,12.9,8.3,72.8,291.2,151.5,139,48.4,47.9,2251.1,"Wetland",3,3,"Carnivore","Aquatic predator","Aq",51.22,74.56,65.34,-99.42,5397186.87
"Phalacrocorax carunculatus","Phalacrocoracidae","Suliformes",74.9,56.9,17.2,13.4,63.5,287.8,183.5,106.2,119.8,36.7,2576.3,"Marine",3,2,"Carnivore","Aquatic predator","Aq",NA,NA,NA,NA,NA
"Lichmera incana","Meliphagidae","Passeriformes",23.2,11,3.7,3.1,20.5,73,59.2,12.6,62.6,17.6,13.1,"Forest",1,1,"Herbivore","Nectarivore","In",-22.71,-15.88,-20.41,166.23,24110.3
"Scytalopus schulenbergi","Rhinocryptidae","Passeriformes",12.8,6.6,3.4,2.9,22.6,53.1,48.7,4.4,33.3,8.3,16.1,"Forest",1,1,"Carnivore","Invertivore","Gn",-17.66,-12.33,-14.93,-69.07,38231.31
"Icterus croconotus","Icteridae","Passeriformes",25.7,15.5,7.2,5.3,25.6,97,79.4,16.1,93.9,16.9,44.5,"Woodland",2,1,"Omnivore","Omnivore","In",-26.41,4.57,-10.91,-64.52,3433213.88
"Artamus fuscus","Artamidae","Passeriformes",20.9,13.4,7.9,7.4,17.4,131.9,68.2,63.9,54.9,48.4,39.8,"Woodland",2,1,"Carnivore","Invertivore","Ar",5.92,31.35,19.83,91.87,4701116.55
"Spilornis kinabaluensis","Accipitridae","Accipitriformes",34.6,24,16.8,13.4,72.6,368.5,261.5,107,227.5,29,597.7,"Forest",1,1,"Carnivore","Vertivore","In",2.87,6.49,4.55,115.9,36584.1
"Trogon clathratus","Trogonidae","Trogoniformes",24,15.2,12.7,10.6,15.9,160,100.6,59.5,169.8,37.1,130,"Forest",1,1,"Herbivore","Frugivore","In",8.39,10.89,9.48,-82.79,16280.05
"Megascops guatemalae","Strigidae","Strigiformes",21.8,12.2,11.4,7.2,28.1,158.5,116.2,42.3,79,26.7,118,"Forest",1,1,"Carnivore","Invertivore","In",-14.54,29.24,12.28,-86.98,1090724.48
"Turdinus marmorata","Timaliidae","Passeriformes",24.2,13.6,6.2,5.1,33.8,94.8,87.4,7.4,87.6,7.8,41,"Forest",1,1,"Carnivore","Invertivore","Gn",-5.11,6.19,1.83,100.06,87991.72
"Todus multicolor","Todidae","Coraciiformes",16.3,11.2,2.7,4.4,12.2,42.4,35.1,7.1,29.6,16.8,5.9,"Shrubland",2,1,"Carnivore","Invertivore","In",19.83,23.19,21.62,-79,109693.07
"Podargus ocellatus","Podargidae","Caprimulgiformes",33,21.7,18.5,30.6,21.1,176.2,138.9,37.8,156.2,21.4,175.4,"Forest",2,1,"Carnivore","Invertivore","In",-28.84,-0.01,-6.71,141.6,761242.93
"Larus glaucescens","Laridae","Charadriiformes",69.8,25.2,19.7,9.2,65.2,411.8,193.5,218.2,166,53,1056.5,"Coastal",3,3,"Carnivore","Aquatic predator","Gn",45.49,65.31,58.07,-98.43,899194.26
"Newtonia brunneicauda","Vangidae","Passeriformes",14,7.3,3.2,4.1,19.1,54.3,49.7,4.6,40.7,8.4,10.1,"Forest",2,1,"Carnivore","Invertivore","In",-25.61,-11.95,-19.47,46.68,550725.41
"Menura novaehollandiae","Menuridae","Passeriformes",42.2,16.6,7.6,7,109.5,280.9,281.6,5.7,582.7,2,972.6,"Forest",1,1,"Carnivore","Invertivore","Tr",-37.85,-26.55,-32.65,150.3,324756.71
"Accipiter toussenelii","Accipitridae","Accipitriformes",24.4,13.9,11.9,9.2,62.1,189,149.6,48.2,157.2,24.4,249.3,"Forest",1,1,"Carnivore","Vertivore","In",-6.06,17.41,3.51,15.99,4598131.33
"Tyto sororcula","Tytonidae","Strigiformes",29,14.6,12.8,7.3,53,213,147.9,65.1,83,30.6,540,"Forest",1,1,"Carnivore","Vertivore","Gn",-3.33,-2.98,-3.14,129.43,1302.34
"Phalacrocorax coronatus","Phalacrocoracidae","Suliformes",34.6,26.9,10.2,6.9,39.1,205.8,134,69.8,138.4,34.2,762.2,"Marine",3,2,"Carnivore","Aquatic predator","Aq",-34.92,-19.66,-28.09,16.32,20849.72
"Corvus enca","Corvidae","Passeriformes",54.5,36.7,18.7,15.3,48.5,265.2,179.5,86.8,137.8,32.3,251,"Forest",1,1,"Omnivore","Omnivore","In",-8.85,19.58,1.18,113.23,1656902.54
"Sporophila nigricollis","Emberizidae","Passeriformes",9.1,6,6.5,5,13.8,52.4,45.6,7.9,43,14.7,9.6,"Shrubland",3,1,"Herbivore","Granivore","In",-26.55,12.53,-6.92,-54.88,7194514.7
"Thalassarche steadi","Diomedeidae","Procellariiformes",124,92.6,41.5,25.2,90,580,480.5,99.5,218,17.2,3897.7,NA,3,3,"Carnivore","Aquatic predator","Aq",-67.6,-11.06,-43.75,71.36,54804690.58
"Charadrius alticola","Charadriidae","Charadriiformes",16.7,9.5,3.2,2.7,27.4,117.5,60.2,57.2,48,48.7,44.9,"Wetland",3,1,"Carnivore","Aquatic predator","Tr",-26.96,-10.66,-18.69,-68.99,605273.3
"Schoenicola brevirostris","Sylviidae","Passeriformes",13.1,6.8,3.6,2.8,18.6,59.1,50.2,8.9,78,15.1,15.7,"Grassland",3,1,"Carnivore","Invertivore","Tr",-32.41,10.58,-7.75,24.49,2804794.87
"Aratinga chloroptera","Psittacidae","Psittaciformes",27.8,25.1,29.4,14.2,16.8,170.8,92.5,78.2,134.2,45.8,146,"Forest",2,1,"Herbivore","Frugivore","In",17.7,19.71,18.6,-71.47,13483.57
"Ptilonorhynchus violaceus","Ptilonorhynchidae","Passeriformes",33.6,17.4,11.7,10,50.4,164.9,133.5,30.5,111.3,18.6,218.9,"Forest",1,1,"Omnivore","Omnivore","In",-39,-15,-30.82,149.45,523221.88
"Lophoictinia isura","Accipitridae","Accipitriformes",45.2,28.2,18.6,15.1,71.6,471.2,244.2,227,224.2,48.1,579.4,"Forest",2,1,"Carnivore","Vertivore","Ar",-37.8,-17.67,-27.71,146.84,1100971
"Turnix maculosus","Turnicidae","Charadriiformes",12,6.7,3.4,2.1,18.3,73.8,53.4,19.9,26.4,27.2,39.1,"Grassland",3,1,"Omnivore","Omnivore","Tr",-35.09,-0.61,-14.22,136.44,1110140.42
"Pipile jacutinga","Cracidae","Galliformes",38.3,17.6,11.2,9.4,67.1,340,274.6,66.6,285.4,19.5,1241,"Forest",1,1,"Herbivore","Frugivore","In",-28.3,-19.33,-25.01,-50.4,169256.82
"Ptilinopus merrilli","Columbidae","Columbiformes",19.3,10.7,6.4,5.6,29.7,164.3,127,37.3,118,22.7,263,"Forest",2,1,"Herbivore","Frugivore","In",12.52,18.58,15.21,121.78,63334.69
"Empidonax traillii","Tyrannidae","Passeriformes",13.1,8.5,4.3,5.9,18.4,66.5,52.6,16.2,59.1,23.5,13.4,"Shrubland",2,3,"Carnivore","Invertivore","In",29.5,56,42.25,-103.28,7301691.61
"Otus fuliginosus","Strigidae","Strigiformes",22.4,13.8,11.8,7.3,27.2,140.9,108.5,32.3,72.2,22.9,92,"Forest",1,1,"Carnivore","Invertivore","In",8.47,11.43,9.86,118.64,8606.99
"Pycnonotus eutilotus","Pycnonotidae","Passeriformes",18.3,11.8,5.2,4.8,17.7,91.5,73.4,17.6,77.3,19.3,35.3,"Forest",1,1,"Herbivore","Frugivore","In",-5.95,14.54,1.44,107.26,821688.28
"Aplonis zelandica","Sturnidae","Passeriformes",22.8,12.7,6.6,5.8,27.1,103.4,82.9,22.3,64.4,21.2,68.7,"Forest",1,1,"Herbivore","Frugivore","In",-16.59,-10.67,-15.24,167.2,9060.43
"Garrulax maesi","Timaliidae","Passeriformes",28.1,16.2,7.8,5.5,44.2,124,114.4,9.6,129.8,7.7,112.5,"Forest",1,1,"Carnivore","Invertivore","Tr",20.65,31.17,25.73,107.43,725718.27
"Dysithamnus plumbeus","Thamnophilidae","Passeriformes",18,10.8,4.9,4.4,22.3,70.7,61.6,10.1,44.9,14.6,20.5,"Forest",1,1,"Carnivore","Invertivore","In",-21.93,-13.67,-17.27,-40.52,42463.62
"Macronyx capensis","Motacillidae","Passeriformes",21,11.9,5.2,4.1,34.2,94.4,73.9,21.4,66.2,22.5,50,"Grassland",3,1,"Omnivore","Invertivore","Tr",-34.84,-16.67,-27.78,27.51,815796.1
"Geositta punensis","Furnariidae","Passeriformes",16.9,10.7,3.7,3.4,21.8,90.8,71.5,19,54.6,21,25.8,"Grassland",3,1,"Omnivore","Invertivore","Tr",-26.91,-16.1,-22.11,-67.42,382860.93
"Apalis thoracica","Cisticolidae","Passeriformes",14.9,8.1,2.5,2.6,20.5,51.1,45.4,5.6,51.4,11,11.1,"Forest",2,1,"Carnivore","Invertivore","In",-34.84,-2.62,-21.17,30.06,1229497.4
"Cranioleuca semicinerea","Furnariidae","Passeriformes",15.1,10.4,3.9,3.1,16.9,64,53.6,10.3,68.3,16.1,15,"Woodland",1,1,"Carnivore","Invertivore","In",-16.44,-3.82,-10.38,-41.55,987554.48
"Myiomela major","Muscicapidae","Passeriformes",16.8,9.3,4.1,4.1,26.1,76.8,67.5,9.5,63.2,12.3,38.5,"Forest",1,1,"Carnivore","Invertivore","Gn",10.89,13.58,11.87,76.27,1160.85
"Nettapus coromandelianus","Anatidae","Anseriformes",26.6,16.7,10.2,11.1,23.6,158.5,88.3,69.2,64.5,43.9,391.3,"Wetland",3,1,"Herbivore","Herbivore aquatic","Aq",-33.29,34.73,16.85,100.56,9230293.27
"Diglossa mystacalis","Thraupidae","Passeriformes",16.4,10.4,4.9,2.8,25,69.2,59,10.3,62.9,14.9,16.2,"Forest",2,1,"Omnivore","Invertivore","In",-17.6,-5.39,-12.43,-72.5,121320.58
"Agapornis nigrigenis","Psittacidae","Psittaciformes",16,13.9,14.7,9.7,13,92.8,53.4,39.4,39.8,42.5,40.5,"Woodland",2,1,"Herbivore","Granivore","Gn",-17.78,-16.02,-16.86,25.5,14343.6
"Seicercus whistleri","Sylviidae","Passeriformes",11.8,6,2.4,2.9,18.1,56.2,48.1,8.3,49.6,14.8,7.3,"Forest",1,2,"Carnivore","Invertivore","In",20.9,35.24,28.39,88.18,543406.62
"Geotrygon costaricensis","Columbidae","Columbiformes",22.8,9.6,4.4,3.5,41.3,139.2,112.2,27.9,77.8,19.9,285.1,"Forest",1,1,"Herbivore","Omnivore","Tr",8.41,10.98,9.38,-83.18,16523.84
"Porzana tabuensis","Rallidae","Gruiformes",19.3,9.5,4.7,2.3,24.4,80.4,57.5,24.2,35.6,29.5,42.2,"Wetland",2,1,"Omnivore","Omnivore","Tr",-46.68,18.65,-25.45,142.45,2288129.09
"Selenidera reinwardtii","Ramphastidae","Piciformes",61.4,53,23,19.7,31.1,126.3,105.4,20.9,104.5,16.5,161.8,"Forest",1,1,"Omnivore","Frugivore","In",-14.16,2.98,-6.12,-71.37,1879932.75
"Frederickena unduligera","Thamnophilidae","Passeriformes",28.4,17,10.4,7.9,35.2,99.8,92.7,9.1,88.6,8.8,83,"Forest",1,1,"Carnivore","Invertivore","Gn",-14.36,1.93,-5.05,-70.55,1735694.57
"Todiramphus macleayii","Alcedinidae","Coraciiformes",40.4,32.3,10.2,10.3,13,87.8,60.8,27.1,56.2,30.9,37.3,"Riverine",2,3,"Carnivore","Invertivore","In",-33.2,-5.47,-18.8,144.28,1023997.36
"Grallaricula peruviana","Formicariidae","Passeriformes",15.7,9.2,5.1,5.3,25.3,71.3,61.2,9.8,32.1,13.8,18.8,"Forest",1,1,"Carnivore","Invertivore","In",-5.52,0.36,-3,-78.52,23119.76
"Euphonia fulvicrissa","Thraupidae","Passeriformes",10.1,6.5,4.9,4.7,14.5,51.2,40.5,10.3,26.7,20.2,11,"Forest",2,1,"Herbivore","Frugivore","In",-0.12,9.64,5.95,-76.68,198414.88
"Circus maurus","Accipitridae","Accipitriformes",31.7,17,13.5,10.6,71.9,352.4,203.5,151.2,249.2,42.6,509,"Shrubland",2,1,"Carnivore","Vertivore","Ar",-34.84,-18.52,-30.91,22.27,597211.38
"Chloropeta gracilirostris","Sylviidae","Passeriformes",14.1,8.2,3,3,22.8,58,52,6,64.2,10.3,10.8,"Wetland",3,1,"Carnivore","Invertivore","In",-10.16,1.82,-1.73,30.4,75859.26
"Pyrrhocoma ruficeps","Thraupidae","Passeriformes",15.1,8.9,5.6,4.7,21.3,63.4,54.8,8.9,60,13.9,15.6,"Forest",1,2,"Carnivore","Invertivore","In",-29.97,-19.49,-25.88,-51.1,611568.56
"Myrmia micrura","Trochilidae","Apodiformes",15.8,12.7,1.2,1.5,3.7,33.9,13.1,21.1,15,61.7,2.3,"Shrubland",2,1,"Herbivore","Nectarivore","Ar",-7.98,-1.26,-4.72,-80.24,72174.99
"Mecocerculus poecilocercus","Tyrannidae","Passeriformes",9.1,5.2,2.5,2.4,15.2,57.6,46.8,8.6,43.7,15.6,7.7,"Forest",1,1,"Carnivore","Invertivore","In",-13.53,7.28,-3.05,-76.42,177426.02
"Oedistoma pygmaeum","Melanocharitidae","Passeriformes",12.3,7.9,2.5,2.5,12.7,45.8,40.2,5.6,23.9,12.2,5.8,"Forest",1,1,"Omnivore","Omnivore","In",-10.73,0.04,-5.35,141.05,595536.97
"Campethera punctuligera","Picidae","Piciformes",27.1,19.4,7.1,7.2,21.7,113.4,92.2,22.4,71.4,19.6,71.8,"Woodland",3,1,"Carnivore","Invertivore","In",-1.36,17.04,9.45,7.62,4070381.33
"Bostrychia carunculata","Threskiornithidae","Pelecaniformes",125.8,102.8,21.3,15.6,65.5,363.8,251.4,110.3,157,30.5,1500,"Wetland",3,1,"Carnivore","Invertivore","Tr",4.83,16.42,9.46,39.15,539792.68
"Lichenostomus versicolor","Meliphagidae","Passeriformes",25,11.9,4.7,3.6,25,99.9,78.4,16.1,84.5,17,36.7,"Woodland",2,1,"Omnivore","Omnivore","In",-19.5,0.04,-10.51,142.88,161900.97
"Monasa nigrifrons","Bucconidae","Piciformes",37.5,28.1,12.1,9.5,21.2,127.8,106.3,21.4,118.8,16.8,80.7,"Forest",1,1,"Carnivore","Invertivore","In",-22.39,3.26,-8.95,-57.44,7021917.73
"Onychognathus fulgidus","Sturnidae","Passeriformes",31.3,17,7,5.7,27.5,122.1,89.7,31,118.2,25.6,109,"Forest",1,2,"Herbivore","Frugivore","In",-10.28,9.72,1.24,15.97,2367641.44
"Zosterops anomalus","Zosteropidae","Passeriformes",13.3,7.6,3.6,2.9,16.7,54.8,50.5,5.5,44,9.9,12,"Shrubland",2,1,"Omnivore","Omnivore","In",-5.71,-2.82,-4.15,119.83,31315.06
"Spiloptila clamans","Cisticolidae","Passeriformes",11.5,6.5,2.7,2.5,16.9,46.7,43.2,2.9,60.5,6.3,7,"Shrubland",2,1,"Carnivore","Invertivore","In",10.32,23.39,15.16,11.39,2719529.35
"Prinia subflava","Cisticolidae","Passeriformes",13.9,7.6,3,2.9,19.6,50.1,43.6,6.4,51.9,12.7,8.6,"Shrubland",2,1,"Carnivore","Invertivore","In",-33.78,17.45,-0.72,20.73,14611740.02
"Myrmotherula grisea","Thamnophilidae","Passeriformes",13.7,8.1,3.2,3.1,15.1,52,44.7,9.2,31.5,18,8.4,"Forest",1,1,"Carnivore","Invertivore","In",-18.33,-12.18,-15.48,-67.64,67024.25
"Malimbus ibadanensis","Ploceidae","Passeriformes",22.6,12.9,8.2,6.4,22.8,90,74.8,15.2,55,17,38.8,"Forest",1,1,"Carnivore","Invertivore","In",7.03,7.65,7.32,4.37,1659.29
"Accipiter castanilius","Accipitridae","Accipitriformes",20.5,11.5,10.9,8.3,52.6,163.5,123.1,38.9,135.4,24,157.5,"Forest",1,2,"Carnivore","Vertivore","In",-10.36,10.12,0.71,18.29,2096401.63
"Buteo ridgwayi","Accipitridae","Accipitriformes",26.5,14.9,14.2,9.8,65.8,222.5,148.6,73.9,144.2,33.4,315,"Forest",1,1,"Carnivore","Vertivore","In",18.97,19.27,19.07,-69.57,210.23
"Ramphocelus flammigerus","Thraupidae","Passeriformes",18.4,13,8.6,8.2,25.8,88.6,76.2,13.6,74.8,15.1,33,"Forest",2,1,"Omnivore","Frugivore","In",2.29,7.09,4.84,-76,31694.68
"Phylloscopus inornatus","Sylviidae","Passeriformes",9.9,5.3,2.3,2.5,16.8,58.4,48.2,11.3,37.8,19,6.6,"Woodland",1,3,"Carnivore","Invertivore","In",40.13,70.8,59.91,114.04,10713136.25
"Cyornis herioti","Muscicapidae","Passeriformes",15.7,10.2,4.8,5.2,19,75,62.2,12.8,59.8,17.1,19.6,"Forest",1,1,"Carnivore","Invertivore","In",12.54,18.62,16.09,121.43,67081.04
"Theristicus melanopis","Threskiornithidae","Pelecaniformes",137.7,107.2,15.9,13.3,76.1,388.2,243.4,145.3,172.8,37.4,1250,"Human Modified",3,2,"Carnivore","Omnivore","Tr",-55.98,-0.01,-38.28,-70.41,1636874.07
"Myrmeciza disjuncta","Thamnophilidae","Passeriformes",18.6,12,4.1,4,24.7,58,53.1,5.2,48.3,9.2,15,"Forest",1,1,"Carnivore","Invertivore","In",-2.18,4.14,2.25,-66.09,42618.45
"Zimmerius flavidifrons","Tyrannidae","Passeriformes",9.8,5.3,3,2.9,17.7,53,46.9,6.1,49.6,11.5,9.6,"Forest",1,1,"Carnivore","Invertivore","In",NA,NA,NA,NA,NA
"Dendrocopos mahrattensis","Picidae","Piciformes",24,18.6,6.4,6,18,99.4,74.6,24.4,55.4,24.7,34.3,"Woodland",2,1,"Carnivore","Invertivore","In",6.73,34.74,22.56,78.46,2815279.67
